ISSN,Journal,Subject,JourQual,FT,Cnrs,EJL,ABS,Den,Hceres,Scopus,ABDC,Fnege,Meta,princomp1,h_index,citedness,JourQual2
0960-0035,International Journal of Physical Distribution and Logistics,"MOR,MS,POM",B,2,2,S,2,1,A,9.1,A,2,B,0.21088484597919188,NA,NA,B
0925-5273,International Journal of Production Economics,"OR,MS,POM",B,2,1,S,3,2,A,12.2,A,1,B,-1.5713049224340088,247,10.771144278606965,B
0020-7543,International Journal of Production Research,"OR,MS,POM",B,2,2,S,3,1,A,10.8,A,2,B,-0.17954483151352177,214,7.503105590062112,B
0263-7863,International Journal of Project Management,"OR,MS,POM",C,2,2,NA,2,2,A,16.4,A,2,B,-0.12119109602079325,NA,NA,C
0190-0692,International Journal of Public Administration,PSM,C,2,3,NA,2,1,B,2.4,B,3,NA,1.9391856923060355,69,2.0271317829457365,C
1471-6909,International Journal of Public Opinion Research,Marketing,NA,2,3,NA,NA,2,B,3.7,A,NA,B,-0.1511975348569004,75,1.5731707317073171,NA
0951-3558,International Journal of Public Sector Management,PSM,C,2,3,NA,1,1,B,3.0,B,4,NA,2.874064543576325,85,2.691358024691358,C
0265-671X,International Journal of Quality and Reliability Managemen,"tOR,MS,POM",NA,2,3,NA,2,1,B,4.2,B,3,NA,1.6321581031646963,NA,NA,NA
0167-8116,International Journal of Research in Marketing,Marketing,A,2,2,P*,4,2,A,8.8,A*,1,A,-3.8241913697262833,156,6.316546762589928,A
0959-0552,International Journal of Retail and Distribution Manageme,nMarketing,C,2,3,NA,2,1,B,4.6,A,3,B,1.4743620351186546,NA,NA,C
0965-075X,International Journal of Selection and Assessment,"OS/OB,HRM/IR",NA,2,NA,S,2,1,C,2.1,A,4,B,1.9449098920002625,84,2.8,NA
0306-8293,International Journal of Social Economics,Economics,NA,2,NA,NA,1,1,B,1.6,B,NA,NA,3.0434439513342704,65,2.3991228070175437,NA
1072-5245,International Journal of Stress Management,"Psych, OS/OB",NA,2,NA,NA,2,1,NA,5.0,A,4,NA,1.8864664126878952,87,1.6629213483146068,NA
0267-5730,International Journal of Technology Management,Innovation,C,2,3,NA,2,2,B,2.0,B,3,NA,1.3017378155240087,73,0.657608695652174,C
1357-1516,International Journal of the Economics of Business,Economics,C,2,3,NA,2,1,B,1.3,B,NA,NA,2.166777063794092,59,2.269230769230769,C
0219-0249,International Journal of Theoretical and Applied Finance,F&A,B,2,3,NA,2,1,B,0.9,B,3,NA,1.2482323706733096,61,0.4868421052631579,B
1099-2340,International Journal of Tourism Research,Tourism,NA,2,NA,NA,2,1,NA,5.3,A,NA,NA,1.0301500466567126,NA,NA,NA
1360-3736,International Journal of Training and Development,"OS/OB,HRM/IR",NA,2,NA,NA,2,1,NA,2.9,C,NA,NA,2.8131292151190883,64,1.4137931034482758,NA
0309-1317,International Journal of Urban and Regional Research,Sociology,NA,2,3,NA,2,2,B,6.1,B,3,NA,0.9909474918825834,151,1.5689655172413792,NA
0020-7780,International Labour Review,"OS/OB,HRM/IR",NA,2,3,NA,2,1,B,2.2,B,3,NA,1.6321581031646963,65,1.978021978021978,NA
0265-1335,International Marketing Review,Marketing,B,2,3,S,3,1,A,5.7,A,2,NA,0.2313641327866819,138,4.524193548387097,B
1382-340X,International Negotiation,"OS/OB,HRM/IR",NA,2,NA,NA,1,1,NA,1.0,A,NA,NA,2.1519543671030843,42,0.640625,NA
0020-8183,International Organization,Economics,NA,2,3,NA,NA,2,B,9.2,B,NA,NA,0.7168371629428925,239,7,NA
0160-0176,International Regional Science Review,Economics,NA,2,2,NA,NA,1,A,4.7,B,NA,NA,0.6313202870207714,83,1.653061224489796,NA
0020-8523,International Review of Administrative Sciences,PSM,C,2,3,NA,3,1,B,4.2,C,3,NA,2.0316497753054628,83,3.364485981308411,C
0269-2171,International Review of Applied Economics,Economics,NA,2,4,NA,1,1,C,1.9,B,NA,NA,3.3775835998610124,63,1.4943820224719102,NA
1059-0560,International Review of Economics and Finance,Economics,NA,2,NA,NA,2,1,C,3.6,A,4,NA,1.8443720747318662,NA,NA,NA
1369-412X,International Review of Finance,F&A,NA,2,NA,NA,NA,1,NA,2.0,A,NA,NA,0.20021530426989975,41,1.4657534246575343,NA
1057-5219,International Review of Financial Analysis,F&A,NA,2,3,NA,3,1,B,4.9,A,3,B,0.5171840998659412,113,8.905864197530864,NA
0144-8188,International Review of Law and Economics,Economics,B,2,1,NA,2,2,A,1.2,B,NA,B,-0.6606178746850283,76,1.1320754716981132,B
1229-4659,International Review of Public Administration,PSM,NA,2,4,NA,1,2,C,1.0,B,4,NA,2.7907213665325736,29,0.9787234042553191,NA
0959-3969,"International Review of Retail, Distribution and Consumer",RMarketing,C,2,NA,NA,1,1,NA,2.4,B,NA,NA,3.1406925974036626,0,0,C
0266-2426,International Small Business Journal,Entrep,C,2,2,S,3,2,A,8.0,A,2,B,-0.21368998996719146,135,4.170454545454546,C
1468-2451,International Social Science Journal,Sociology,NA,2,NA,NA,NA,1,NA,1.1,B,NA,NA,1.5909001133470555,58,1.75,NA
0020-8825,International Studies of Management and Organization,IB,C,2,4,NA,2,1,B,2.4,B,3,NA,2.4223226841107244,NA,NA,C
0020-8833,International Studies Quarterly,Economics,NA,2,NA,NA,NA,2,NA,3.3,A,NA,NA,-1.4630598306213616,158,2.64321608040201,NA
0927-5940,International Tax and Public Finance,PSM,B,2,2,NA,2,1,A,1.7,B,NA,NA,0.6531349234840504,80,1.4525547445255473,B
0969-6016,International Transactions in Operational Research,"OR,MS,POM",D,2,3,NA,1,1,B,6.2,B,4,NA,3.565017865209051,74,2.808955223880597,D
1066-2243,Internet Research,"MIS, KM",NA,2,NA,NA,3,2,NA,8.5,A,4,B,0.2965732675036031,125,6.376237623762377,NA
0739-3172,Issues in Accounting Education,Education,C,2,NA,NA,2,1,NA,1.7,A,NA,NA,1.7730445862600175,56,1.2151898734177216,C
2193-8997,IZA Journal of Labor Economics,Economics,NA,2,NA,NA,NA,1,NA,2.7,A,NA,NA,0.20021530426989975,26,1.3,NA
0922-1425,Japan and the World Economy,Economics,NA,2,NA,NA,1,1,NA,1.4,B,NA,NA,3.0434439513342704,58,1.4333333333333333,NA
1040-9602,Journal for Quality and Participation,"OR,MS,POM",NA,2,NA,NA,NA,NA,NA,NA,C,NA,NA,2.3169858678528796,18,0,NA
0165-4101,Journal of Accounting and Economics,F&A,A+,1,1*,P*,4*,2,A,7.4,A*,1*,A+,-6.781877779238725,NA,NA,A+
0278-4254,Journal of Accounting and Public Policy,F&A,B,2,2,S,3,1,A,4.3,A,2,B,-0.17954483151352177,119,3.2734375,B
0748-5751,Journal of Accounting Education,Education,C,2,NA,NA,2,1,NA,4.7,B,NA,NA,2.4119249291668887,61,1.9,C
0737-4607,Journal of Accounting Literature,F&A,B,2,3,S,3,1,B,6.5,A,3,B,0.6333553763105294,34,1.9285714285714286,B
0021-8456,Journal of Accounting Research,F&A,A+,1,1,P*,4*,2,A,7.1,A*,1*,A+,-6.3709688149385215,278,5.9,A+
0148-558X,"Journal of Accounting, Auditing and Finance",F&A,B,2,3,S,3,1,B,2.4,A,3,B,0.6333553763105294,NA,NA,B
0091-3367,Journal of Advertising,Marketing,B,2,3,P,3,1,A,11.3,A,2,B,-0.6411500297241554,174,6.221374045801527,B
0021-8499,Journal of Advertising Research,Marketing,C,2,3,S,3,1,A,3.7,A,2,B,0.776078857429448,120,1.78,C
0090-9882,Journal of Applied Communication Research,Comm,NA,2,NA,NA,NA,1,NA,2.7,B,NA,NA,1.5909001133470555,84,1.5462962962962963,NA
1078-1196,Journal of Applied Corporate Finance,F&A,C,2,NA,S,1,1,NA,NA,A,NA,NA,2.4210557385307303,0,0,C
0883-7252,Journal of Applied Econometrics,Economics,NA,2,1,NA,3,2,A,4.0,A*,2,NA,-2.4912027578150466,171,2.4907975460122698,NA
1514-0326,Journal of Applied Economics,Economics,NA,2,NA,NA,1,1,NA,1.4,B,NA,NA,3.0434439513342704,50,1.752808988764045,NA
0021-9010,Journal of Applied Psychology,Psychology,A,1,1,P*,4*,2,A,12.3,A*,1*,A+,-6.098611452617138,473,7.342696629213483,A
0021-9029,Journal of Applied Social Psychology,Psychology,B,2,NA,NA,2,1,NA,2.9,B,4,NA,1.7850427696425142,178,1.9221311475409837,B
1059-9231,Journal of Asia-Pacific Business,IB,NA,2,NA,NA,1,1,NA,1.5,C,NA,NA,3.93493353556546,26,1.7619047619047619,NA
1049-0078,Journal of Asian Economics,Economics,NA,2,4,NA,1,1,C,3.0,B,NA,NA,3.3643109519815075,79,3.5169082125603865,NA
0378-4266,Journal of Banking and Finance,F&A,A,2,2,P,3,2,A,4.4,A*,1,A,-2.997504610978151,NA,NA,A
2214-8043,Journal of Behavioral and Experimental Economics,Economics,B,2,3,NA,2,1,B,2.2,A,3,NA,0.749373806420336,42,1.866412213740458,B
0894-3257,Journal of Behavioral Decision Making,Psychology,B,2,3,S,3,1,B,3.9,A,2,B,0.2313641327866819,116,1.6565656565656566,B
1542-7560,Journal of Behavioral Finance,F&A,B,2,NA,NA,2,1,C,2.2,A,4,NA,1.2508441380322788,54,1.9305555555555556,B
1350-231X,Journal of Brand Management,Marketing,C,2,4,S,2,1,B,4.8,A,3,B,1.9794087427462128,111,4.154761904761905,C
0735-0015,Journal of Business and Economic Statistics,Economics,NA,2,1,P,4,2,A,5.9,A*,1,NA,-3.687612221120675,0,0,NA
0885-8624,Journal of Business and Industrial Marketing,Marketing,C,2,3,NA,2,1,B,4.4,A,3,NA,1.4743620351186546,NA,NA,C
0889-3268,Journal of Business and Psychology,"OS/OB,HRM/IR",B,2,3,NA,3,1,B,7.3,A,3,B,0.32349812476837136,122,3.58273381294964,B
0044-2372,Journal of Business Economics,Gen & Strat,B,2,NA,NA,2,1,NA,4.1,NA,NA,NA,0.7203569179383718,NA,NA,B
0167-4544,Journal of Business Ethics,"OS/OB,HRM/IR",B,1,2,P,3,2,A,9.0,A,1,A,-3.1040003182187332,305,5.709470304975923,B
0306-686X,Journal of Business Finance and Accounting,F&A,B,2,2,P,3,2,A,3.3,A*,2,B,-2.0507986428115372,NA,NA,B
0735-3766,Journal of Business Logistics,"OR,MS,POM",B,2,2,S,3,1,A,8.6,A,2,B,-0.17954483151352177,117,7.6231884057971016,B
0148-2963,Journal of Business Research,Marketing,B,2,2,S,3,2,A,9.2,A,2,B,-0.7584047146099576,320,13.27482447342026,B
0275-6668,Journal of Business Strategy,Gen & Strat,C,2,4,NA,1,1,C,1.9,B,4,NA,3.382168035723776,NA,NA,C
0883-9026,Journal of Business Venturing,Entrep,A,1,1,P*,4,2,A,13.3,A*,1*,A,-5.708181775124425,291,8.174242424242424,A
2352-6734,Journal of Business Venturing Insights,Entrep,NA,2,NA,NA,2,1,NA,4.4,A,NA,B,1.0301500466567126,44,4.79020979020979,NA
1051-712X,Journal of Business-to-Business Marketing,Marketing,C,2,4,S,2,2,C,1.9,B,4,B,2.222419868864367,43,1.9583333333333333,C
1382-6905,Journal of Combinatorial Optimization,"OR,MS,POM",B,2,NA,NA,2,1,NA,2.1,NA,NA,NA,0.7203569179383718,59,1.053763440860215,B
2405-8513,Journal of Commodity Markets,F&A,NA,2,NA,NA,3,NA,NA,4.4,A,4,NA,0.8484058361053579,29,4.026666666666666,NA
0021-9886,Journal of Common Market Studies,Economics,NA,2,3,S,3,2,B,4.8,B,NA,NA,0.7057605974031574,130,2.513595166163142,NA
0021-9916,Journal of Communication,Comm,B,2,NA,NA,NA,2,NA,9.2,A,NA,NA,-1.0399774634395547,201,4.851851851851852,B
1363-254X,Journal of Communication Management,Comm,NA,2,NA,NA,1,1,NA,3.2,B,NA,NA,3.0434439513342704,59,3.1206896551724137,NA
0147-5967,Journal of Comparative Economics,Economics,NA,2,1,NA,3,1,A,4.2,A,NA,NA,-1.247684543814647,136,3.5,NA
1061-8600,Journal of Computational and Graphical Statistics,Economics,NA,2,NA,NA,3,2,NA,4.5,A*,NA,NA,-2.0559629085632443,124,1.5992063492063493,NA
1460-1559,Journal of Computational Finance,F&A,B,2,NA,NA,1,1,NA,1.8,C,4,NA,2.8860657897626267,61,0.8928571428571429,B
0887-4417,Journal of Computer Information Systems,"MIS, KM",NA,2,NA,NA,2,1,NA,5.0,A,NA,NA,1.0301500466567126,NA,NA,NA
0022-0027,Journal of Conflict Resolution,"OS/OB,HRM/IR",NA,2,NA,NA,3,2,NA,5.4,A*,3,A,-1.1605635038556166,NA,NA,NA
0022-0078,Journal of Consumer Affairs,Marketing,C,2,3,S,2,1,B,2.7,A,3,B,1.568499778446009,96,2.514792899408284,C
1472-0817,Journal of Consumer Behaviour,Marketing,C,2,NA,NA,2,1,NA,4.1,A,4,NA,2.12145502112339,100,4.2368421052631575,C
0736-3761,Journal of Consumer Marketing,Marketing,C/D,2,4,NA,1,1,C,2.8,A,4,NA,3.237854539009996,NA,NA,D
1057-7408,Journal of Consumer Psychology,Marketing,A,1,1,P*,4*,1,A,5.8,A*,1,A,-5.117760325996856,168,3.727272727272727,A
0093-5301,Journal of Consumer Research,Marketing,A+,1,1,P*,4*,2,A,11.8,A*,1*,A+,-6.3709688149385215,NA,NA,A+
1815-5669,Journal of Contemporary Accounting and Economics,F&A,C,2,NA,NA,2,1,NA,3.1,A,NA,NA,1.7730445862600175,NA,NA,C
0929-1199,Journal of Corporate Finance,F&A,B,2,2,P,4,2,A,4.9,A*,1,A,-2.8432195638280984,173,8.803611738148984,B
0022-0221,Journal of Cross-Cultural Psychology,Psychology,C,2,NA,NA,3,2,NA,4.3,A,NA,NA,0.18722629931138762,173,2.264,C
1063-8016,Journal of Database Management,"MIS, KM",NA,2,NA,NA,1,2,NA,2.4,A,NA,NA,1.310704939475366,43,0.9027777777777778,NA
1074-1240,Journal of Derivatives,F&A,B,2,3,S,2,1,B,0.7,A,3,B,1.023785053803243,NA,NA,B
2212-571X,Journal of Destination Marketing and Management,Marketing,NA,2,NA,NA,1,1,NA,8.8,A,NA,NA,2.1519543671030843,NA,NA,NA
0022-037X,Journal of Developing Areas,Economics,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,1.5374368692253695,NA,NA,NA
0304-3878,Journal of Development Economics,Economics,NA,2,1,NA,3,2,A,5.0,A*,NA,NA,-2.704292874590617,260,6.691699604743083,NA
0022-0388,Journal of Development Studies,Economics,NA,2,2,NA,3,2,A,3.2,A,3,NA,-0.7295060536390654,153,2.1549295774647885,NA
1066-9868,Journal of East-West Business,IB,NA,2,NA,NA,1,1,NA,1.6,C,NA,NA,3.93493353556546,22,1.1764705882352942,NA
0304-4076,Journal of Econometrics,Economics,NA,2,1,NA,4,2,A,3.3,A*,1,NA,-3.6854970902421442,317,11.598802395209582,NA
0167-2681,Journal of Economic Behavior and Organization,Economics,A,2,2,S,3,2,A,2.3,A*,2,B,-1.7229992049434664,4,0.13636363636363635,A
0165-1889,Journal of Economic Dynamics and Control,Economics,A,2,1,NA,3,2,A,2.5,A*,2,B,-2.910968976995872,NA,NA,A
0022-0485,Journal of Economic Education,Education,NA,2,3,NA,1,1,B,1.5,B,NA,NA,2.570932641840617,2,0,NA
1468-2702,Journal of Economic Geography,Economics,NA,2,1,NA,4,2,A,7.1,A,1,NA,-3.147048673829772,137,3.5053763440860215,NA
1381-4338,Journal of Economic Growth,Economics,NA,2,1,NA,3,2,A,4.9,A*,1,NA,-3.108971503355762,125,3.5454545454545454,NA
0022-0507,Journal of Economic History,Economics,NA,2,1,NA,3,2,A,4.1,A*,NA,NA,-2.7531070237468556,NA,NA,NA
1569-1721,Journal of Economic Inequality,Economics,NA,2,3,NA,2,1,B,2.2,A,NA,NA,1.1513874597220521,68,4.321428571428571,NA
0021-3624,Journal of Economic Issues,Economics,NA,2,3,NA,2,1,B,1.0,B,NA,NA,1.8002642850545634,NA,NA,NA
0022-0515,Journal of Economic Literature,Economics,NA,2,1*,NA,4,1,A,13.8,A*,1,NA,-3.649766021182924,257,7.838709677419355,NA
1350-178X,Journal of Economic Methodology,Economics,NA,2,2,NA,2,1,A,2.5,B,NA,NA,0.9936133270341689,55,2.0833333333333335,NA
0895-3309,Journal of Economic Perspectives,Economics,NA,2,1,NA,4,1,A,18.6,A*,1,NA,-3.0442864789600317,NA,NA,NA
0167-4870,Journal of Economic Psychology,Economics,B,2,2,S,2,1,A,3.4,A,3,B,0.6128760895030394,164,2.697841726618705,B
2199-6776,Journal of Economic Science Association,Economics,NA,2,NA,NA,NA,NA,NA,NA,A,NA,NA,-1.9174964748018775,25,2.6,NA
0144-3585,Journal of Economic Studies,Economics,NA,2,NA,NA,2,1,NA,2.3,B,NA,NA,1.9216396308879002,69,2.3312101910828025,NA
0950-0804,Journal of Economic Surveys,Economics,NA,2,2,NA,2,1,A,6.3,A,NA,NA,0.32963477099179983,148,6.741496598639456,NA
0022-0531,Journal of Economic Theory,Economics,NA,2,1,NA,4,2,A,2.4,A*,1,NA,-3.6854970902421442,242,1.9751552795031055,NA
0148-6195,Journal of Economics and Business,Economics,C,2,NA,NA,2,1,NA,3.7,B,NA,NA,2.4119249291668887,NA,NA,C
1055-0925,Journal of Economics and Finance,F&A,C,2,NA,NA,NA,1,NA,1.1,B,NA,NA,2.6682132840562742,47,1.605263157894737,C
1058-6407,Journal of Economics and Management Strategy,Economics,A,2,1,P,2,2,A,2.5,A,2,B,-2.196112888571051,NA,NA,A
0931-8658,Journal of Economics/ Zeitschrift fur Nationalokonomie,Economics,NA,2,3,NA,2,1,B,1.9,B,NA,NA,1.8002642850545634,NA,NA,NA
0268-0939,Journal of Education Policy,Education,NA,2,NA,NA,2,2,NA,6.1,NA,NA,NA,0.12734571198161818,106,2.6144578313253013,NA
0022-0671,Journal of Educational Research,Education,NA,2,NA,NA,NA,1,NA,3.1,NA,NA,NA,0.02570076787914778,NA,NA,NA
1938-9027,Journal of Electronic Commerce Research,"MIS, KM",C,2,NA,NA,1,1,NA,4.1,B,4,NA,3.2224780412435017,51,1,C
0927-5398,Journal of Empirical Finance,F&A,B,2,3,P,3,2,A,3.4,A,2,B,-1.2200099128205912,124,2.8835616438356166,B
0923-4748,Journal of Engineering and Technology Management - JE,TInnovation,C,2,3,S,2,1,B,5.2,B,3,B,1.9883795441367516,NA,NA,C
1741-0398,Journal of Enterprise Information Management,"MIS, KM",C,2,4,NA,2,1,B,6.1,A,4,NA,2.432467289476076,95,8.492424242424242,C
0095-0696,Journal of Environmental Economics and Management,Economics,B,2,1,NA,3,2,A,7.8,A*,1,A,-2.694983917915879,212,6.569306930693069,B
0301-4797,Journal of Environmental Management,Economics,B/C,2,3,NA,3,2,B,9.8,A,2,B,-0.4140764705884396,258,9.18974686236971,C
1049-6483,Journal of Euromarketing,Marketing,NA,2,NA,NA,NA,1,NA,NA,C,NA,NA,2.9815849224242115,32,0,NA
0391-5115,Journal of European Economic History,Economics,NA,2,4,NA,1,NA,C,0.1,B,NA,NA,3.681263357232965,NA,NA,NA
1350-1763,Journal of European Public Policy,PSM,NA,2,NA,NA,3,2,NA,8.1,A,NA,B,-1.1644733243320575,159,5.655601659751038,NA
0958-9287,Journal of European Social Policy,PSM,NA,2,NA,NA,3,2,NA,4.4,NA,NA,NA,-1.282745445262132,101,3.011904761904762,NA
0936-9937,Journal of Evolutionary Economics,Economics,NA,2,2,P,2,1,A,3.1,A,NA,NA,-0.5017532360616862,101,1.565217391304348,NA
1076-898X,Journal of Experimental Psychology: Applied,Psychology,NA,2,NA,NA,4,1,NA,3.9,A,NA,NA,-1.2134585942360272,NA,NA,NA
0096-3445,Journal of Experimental Psychology: General,Psychology,NA,2,NA,NA,4,2,NA,6.3,A*,NA,NA,-3.177767229009614,262,3,NA
0096-1523,Journal of Experimental Psychology: Human Perception an,dPsychology,NA,2,NA,NA,NA,2,NA,5.4,NA,NA,NA,-2.2161493440020767,NA,NA,NA
0278-7393,Journal of Experimental Psychology: Learning Memory and,Psychology,NA,2,NA,NA,3,2,NA,5.3,A,NA,NA,-1.1644733243320575,NA,NA,NA
0022-1031,Journal of Experimental Social Psychology,Psychology,NA,2,NA,NA,4,1,NA,6.2,A,NA,NA,-1.2134585942360272,240,3.5735849056603772,NA
0022-1082,Journal of Finance,F&A,A+,1,1*,P*,4*,2,A,11.2,A*,1*,A+,-6.781877779238725,NA,NA,A+
0022-1090,Journal of Financial and Quantitative Analysis,F&A,A,1,1,P*,4,2,A,5.3,A*,1,A,-5.306190531600578,247,4.00418410041841,A
1479-8409,Journal of Financial Econometrics,Economics,B,2,3,S,3,1,A,2.8,A*,2,B,-0.18851563290406056,72,2.271604938271605,B
0304-405X,Journal of Financial Economics,F&A,A+,1,1,P*,4*,2,A,9.6,A*,1*,A+,-6.3709688149385215,510,16.970654627539503,A+
1042-9573,Journal of Financial Intermediation,F&A,A,2,2,P,4,2,A,6.3,A*,1,A,-3.3879342884708645,132,4.308641975308642,A
1386-4181,Journal of Financial Markets,F&A,B,2,2,P,3,2,A,3.0,A*,2,A,-2.0507986428115372,96,2.7211538461538463,B
2380-2154,Journal of Financial Reporting,F&A,NA,2,NA,NA,NA,NA,NA,NA,A,NA,NA,-1.9174964748018775,NA,NA,NA
0270-2592,Journal of Financial Research,F&A,C,2,3,S,3,1,B,1.2,A,3,B,1.1780701009532955,NA,NA,C
0920-8550,Journal of Financial Services Research,F&A,C,2,3,S,3,2,B,3.3,A,3,B,0.5992102178568597,92,1.6458333333333333,C
1572-3089,Journal of Financial Stability,F&A,NA,2,3,NA,3,1,B,6.3,A,3,B,0.5171840998659412,95,7.292817679558011,NA
1059-8596,Journal of Fixed Income,F&A,B,2,3,S,2,1,B,0.5,A,3,B,1.023785053803243,56,0.24561403508771928,B
0277-6693,Journal of Forecasting,Gen & Strat,B,2,3,NA,2,1,B,3.0,A,3,NA,0.7834087134859288,106,2.5142857142857142,B
0270-7314,Journal of Futures Markets,F&A,B,2,3,S,3,1,B,2.4,A,3,B,0.6333553763105294,100,1.6495726495726495,B
0306-3070,Journal of General Management,Gen & Strat,C,2,NA,NA,1,1,C,1.0,B,4,NA,3.2224780412435017,52,1.3457943925233644,C
1062-7375,Journal of Global Information Management,"MIS, KM",NA,2,3,NA,2,1,B,2.4,A,3,NA,1.093709686752324,58,3.116504854368932,NA
1097-198X,Journal of Global Information Technology Management,"MIS, KM",NA,2,NA,NA,2,1,NA,2.6,B,NA,NA,1.9216396308879002,46,1.9787234042553192,NA
0891-1762,Journal of Global Marketing,Marketing,C,2,NA,NA,1,1,NA,2.7,B,NA,NA,3.1406925974036626,52,3.847826086956522,C
2049-8799,Journal of Global Mobility,HRM/IR,NA,2,NA,NA,2,1,NA,2.6,B,NA,NA,1.9216396308879002,30,2.7241379310344827,NA
0167-6296,Journal of Health Economics,Economics,A,2,1,NA,3,2,A,5.3,A*,NA,A,-3.211183912365574,198,4.0504587155963305,A
1047-8310,Journal of High Technology Management Research,Innovation,C,2,4,NA,2,1,C,5.3,C,4,NA,3.362114603850838,68,5.541666666666667,C
0022-1546,Journal of Higher Education,Education,NA,2,NA,NA,2,2,NA,3.9,NA,NA,NA,0.12734571198161818,NA,NA,NA
1096-3758,Journal of Hospitality and Tourism Education,Education,NA,2,NA,NA,1,1,NA,1.8,B,NA,NA,3.0434439513342704,NA,NA,NA
1447-6770,Journal of Hospitality and Tourism Management,Tourism,NA,2,NA,NA,1,NA,NA,5.3,A,4,NA,2.7465378431593326,NA,NA,NA
1096-3480,Journal of Hospitality and Tourism Research,Tourism,NA,2,NA,NA,2,1,NA,7.9,A,4,NA,1.8638477223914822,NA,NA,NA
1936-8623,Journal of Hospitality Marketing and Management,Tourism,NA,2,NA,NA,1,1,NA,8.5,A,NA,NA,2.1519543671030843,NA,NA,NA
1051-1377,Journal of Housing Economics,Economics,NA,2,2,NA,2,1,A,3.1,A,NA,NA,0.32963477099179983,80,1.7701149425287357,NA
1932-8575,Journal of Human Capital,Economics,NA,2,2,NA,3,1,A,2.0,A,NA,NA,-0.4410335857942516,41,1.4,NA
0022-166X,Journal of Human Resources,"OS/OB,HRM/IR",B,2,1,NA,3,2,A,5.5,A*,2,A,-2.220015655363146,NA,NA,B
1088-1980,Journal of Industrial Ecology,Economics,A,2,NA,NA,2,2,NA,12.8,NA,NA,NA,-1.7543582779432938,146,5.36231884057971,A
0022-1821,Journal of Industrial Economics,Economics,A,2,1,NA,3,2,A,1.6,A,2,B,-2.4461453198084917,149,1.7012987012987013,A
0022-1856,Journal of Industrial Relations,"OS/OB,HRM/IR",C,2,NA,NA,2,1,C,3.5,A,4,B,2.12145502112339,52,2.4404761904761907,C
0165-5515,Journal of Information Science,"MIS, KM",NA,2,NA,NA,2,2,NA,5.9,NA,NA,NA,0.12734571198161818,96,2,NA
0888-7985,Journal of Information Systems,F&A,C,2,NA,NA,1,1,NA,4.1,A,4,NA,2.6882794096332674,NA,NA,C
1055-3096,Journal of Information Systems Education,Education,NA,2,NA,NA,1,1,NA,2.0,B,NA,NA,3.0434439513342704,NA,NA,NA
0268-3962,Journal of Information Technology,"MIS, KM",A,2,2,P*,4,2,A,11.3,A*,1,A,-3.8241913697262833,NA,NA,A
0932-4569,Journal of Institutional and Theoretical Economics,Economics,B,2,2,NA,2,1,A,1.1,A,NA,NA,0.12103012892920707,NA,NA,B
1744-1374,Journal of Institutional Economics,Economics,NA,2,2,NA,3,1,A,2.8,B,NA,NA,0.22294497024811594,52,1.9589041095890412,NA
1094-9968,Journal of Interactive Marketing,Marketing,B,2,2,P,3,2,A,11.4,A,2,B,-1.630918877120795,141,6.795698924731183,B
1542-6297,Journal of International Accounting Research,F&A,B,2,3,S,2,1,B,1.5,A,3,B,1.023785053803243,45,0.7708333333333334,B
1061-9518,"Journal of International Accounting, Auditing and Taxation",F&A,B,2,NA,NA,3,1,NA,3.0,B,NA,NA,0.43075259689268114,NA,NA,B
1649-4946,Journal of International Business Education,IB,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,0.885791651000425,4,0,NA
0047-2506,Journal of International Business Studies,IB,A,1,1,P*,4*,2,A,14.2,A*,1*,A+,-6.098611452617138,310,8.377551020408163,A
0896-1530,Journal of International Consumer Marketing,Marketing,NA,2,NA,NA,NA,1,NA,2.4,B,NA,NA,1.5909001133470555,71,1.8873239436619718,NA
0954-1748,Journal of International Development,Economics,NA,2,3,NA,2,1,B,2.6,B,NA,NA,1.8002642850545634,105,1.6244541484716157,NA
0022-1996,Journal of International Economics,Economics,NA,2,1,NA,4,2,A,4.8,A*,1,NA,-3.6854970902421442,254,4.995073891625616,NA
0954-1314,Journal of International Financial Management and Accou,nF&A,C,2,NA,NA,2,1,NA,4.4,B,NA,NA,2.4119249291668887,NA,NA,C
1042-4431,"Journal of International Financial Markets, Institutions and",MF&A,C,2,3,S,3,1,B,5.2,A,3,B,1.1780701009532955,NA,NA,C
1075-4253,Journal of International Management,IB,B,2,3,S,3,2,B,6.1,A,3,B,0.0544954932140935,98,5.947368421052632,B
1069-031X,Journal of International Marketing,Marketing,B,2,2,S,3,2,A,8.1,A,2,B,-0.7584047146099576,126,5.037735849056604,B
1010-7347,Journal of International Marketing and Marketing Research,Marketing,NA,2,NA,NA,NA,NA,NA,NA,C,NA,NA,2.3169858678528796,NA,NA,NA
0261-5606,Journal of International Money and Finance,F&A,B,2,2,P,3,2,A,3.9,A,2,B,-1.630918877120795,172,3.605341246290801,B
1545-9144,Journal of Investment Management,F&A,NA,2,NA,NA,NA,1,NA,NA,C,NA,NA,2.9815849224242115,7,0,NA
1367-3270,Journal of Knowledge Management,"MIS, KM",C,2,3,NA,2,2,B,10.3,A,2,B,0.36194589578389536,161,6.732876712328767,C
0734-306X,Journal of Labor Economics,Economics,A,2,1,NA,4,2,A,6.4,A*,1,A,-3.8458478282661623,213,4.275862068965517,A
