id,crucial_rsx,paper_abbrev,eval_name,cat_1,cat_2,cat_3,source_main,author_agreement,rating_type,est,lb,ub,conf,lb_imp,ub_imp,agg_method,agg_est,agg_90ci_lb,agg_90ci_ub,n_experts
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,gp_relevance,100,NA,NA,5,96,100,DistribArMean,86.4864864864865,55.69965870307168,99.99999999999997,2
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,journal_predict,4,NA,NA,5,3.8,4.2,NA,NA,NA,NA,NA
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,open_sci,80,NA,NA,3,65,95,DistribArMean,66.875,21.84426229508197,93.6842105263158,2
recrNLccHdCJ5Ej5X,"When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia (Alatas et al, 2019/2021)","Celeb. Twitter promo, Indonesia vacc.",Anirugh Tagat,GH&D,biorisk,NA,internal-NBER,Emailed,merits_journal,5,NA,NA,5,4.8,5,NA,NA,NA,NA,NA
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,overall,70,NA,NA,3,55,85,DistribArMean,84.21052631578947,55.56420233463035,91.79856115107914,2
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,adv_knowledge,70,NA,NA,3,55,85,DistribArMean,83.04610267802725,55.537848605577686,97.27272727272727,2
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,methods,70,NA,NA,3,55,85,DistribArMean,72.5,55.13513513513514,89.5,2
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,logic_comms,75,NA,NA,4,67,83,DistribArMean,77.5,67.05992431698058,87.75155279503106,2
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,real_world,60,NA,NA,3,45,75,DistribArMean,78.44827586206898,45.827338129496404,98.58061747396792,2
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,gp_relevance,80,NA,NA,4,72,88,DistribArMean,87.5,72.15170670037926,99.46902654867255,2
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,journal_predict,4,NA,NA,3,3.25,4.75,NA,NA,NA,NA,NA
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,open_sci,65,NA,NA,2,40,90,DistribArMean,86.55172413793103,41.43929912390488,93.83239736245842,2
recs3YrPIwEl3QFD7,"""The Environmental Effects of Economic Production: Evidence from Ecological Observations
 (previous title: Economic Production and Biodiversity in the United States)""`",Env. fx of prod.: ecological obs,Anonymous_19,Environment,NA,NA,internal-NBER,Agreed,merits_journal,4,NA,NA,5,3.8,4.2,NA,NA,NA,NA,NA
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,overall,90,NA,NA,3,75,100,DistribArMean,81,65.14670589574901,98.9655172413793,2
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,adv_knowledge,90,NA,NA,2,65,100,DistribArMean,78.8888888888889,60.08403361344538,98.99999999999997,2
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,methods,90,NA,NA,3,75,100,DistribArMean,89.99992330990925,75.1923076923077,99.09090909090908,2
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,logic_comms,80,NA,NA,4,72,88,DistribArMean,78.26138226198809,70.01507841053116,89.75609756097562,2
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,real_world,100,NA,NA,5,96,100,DistribArMean,90.56603773584906,60.61433447098976,99.99999999999997,2
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,gp_relevance,100,NA,NA,5,96,100,DistribArMean,97.14285714285712,80.18306636155607,99.99999999999997,2
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,journal_predict,4,NA,NA,3,3.25,4.75,NA,NA,NA,NA,NA
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,open_sci,70,NA,NA,5,66,74,DistribArMean,67.64705882352942,40.43046357615894,79.31818181818183,2
recuOEq3uefNrdtXK,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Hannah Metzler,GH&D,NA,NA,internal-NBER,Acknowledged,merits_journal,5,NA,NA,5,4.8,5,NA,NA,NA,NA,NA
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,overall,75,65,85,NA,65,85,DistribArMean,81,65.14670589574901,98.9655172413793,2
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,adv_knowledge,70,60,90,NA,60,90,DistribArMean,78.8888888888889,60.08403361344538,98.99999999999997,2
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,methods,90,85,95,NA,85,95,DistribArMean,89.99992330990925,75.1923076923077,99.09090909090908,2
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,logic_comms,75,70,90,NA,70,90,DistribArMean,78.26138226198809,70.01507841053116,89.75609756097562,2
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,real_world,75,60,90,NA,60,90,DistribArMean,90.56603773584906,60.61433447098976,99.99999999999997,2
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,gp_relevance,90,80,100,NA,80,100,DistribArMean,97.14285714285712,80.18306636155607,99.99999999999997,2
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,journal_predict,3,2,4,NA,2,4,NA,NA,NA,NA,NA
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,open_sci,50,40,80,NA,40,80,DistribArMean,67.64705882352942,40.43046357615894,79.31818181818183,2
recwshNDTwLixdfph,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,Well-being: Cash vs. psychotherapy,Anonymous_21,GH&D,NA,NA,internal-NBER,Acknowledged,merits_journal,4,3,4,NA,3,4,NA,NA,NA,NA,NA
